projection,method,bits,relative_mse_mean,relative_mse_median,relative_mse_min,relative_mse_max,cosine_mean,cosine_median,cosine_min,cosine_max,sqnr_db_mean,sqnr_db_median,sqnr_db_min,sqnr_db_max,relative_mse_p90,cosine_p90,sqnr_db_p90
up_proj,randortho_lm,3,0.03399020010097456,0.0339900348335504,0.0339411385357379,0.0340895727276802,0.9852682731368325,0.9852890372276306,0.9850637316703796,0.9853914380073548,14.686464786529541,14.68648386001587,14.673785209655762,14.69273567199707,0.034012272208929,0.9853687226772307,14.691893005371094
up_proj,randortho_lm,4,0.009334622458978085,0.0093326205387711,0.0093190381303429,0.0093649644404649,0.9977484535087239,0.997772604227066,0.9975208640098572,0.997883141040802,20.299034985628996,20.29996395111084,20.28493881225586,20.30628967285156,0.00934614278376098,0.997834438085556,20.30298271179199
v_proj,direct_absmax,2,0.5978788327087056,0.5940808653831482,0.5851289629936218,0.6201913952827454,0.7288200557231903,0.7339203953742981,0.696800708770752,0.7384563088417053,2.2343942902304907,2.2615445852279663,2.074742555618286,2.327484130859375,0.6126312494277955,0.7371253132820129,2.288095259666443
v_proj,direct_absmax,3,0.08392172205177216,0.07993099838495249,0.0775519236922264,0.1156248301267623,0.9605357321825895,0.9623891711235046,0.9460739493370056,0.9634138345718384,10.783722400665283,10.972851753234863,9.369488716125488,11.104074478149414,0.09591740146279329,0.9633012175559998,11.091329002380371
v_proj,direct_absmax,4,0.01564438078044485,0.014815224800258799,0.0143435569480061,0.0225056894123554,0.992272517897866,0.992667019367218,0.988933265209198,0.9928970336914062,18.08435205979781,18.29292583465576,16.47707748413086,18.43343162536621,0.01785784922540184,0.9928733825683593,18.414653396606447
v_proj,hadamard_absmax,2,0.586634633215991,0.586502879858017,0.5836509466171265,0.5896060466766357,0.7424863333051855,0.7424007952213287,0.7399385571479797,0.7454361915588379,2.316342093727805,2.317298650741577,2.2943809032440186,2.338468313217163,0.5890505492687226,0.7444091856479644,2.3324339151382447
v_proj,hadamard_absmax,3,0.07463367215611713,0.0747449956834316,0.0738545954227447,0.07523113489151,0.9647466188127344,0.9647316336631774,0.9644826650619508,0.9650566577911376,11.270712679082697,11.264179229736328,11.236023902893066,11.316224098205566,0.07507410943508147,0.9650114953517913,11.301955032348634
v_proj,hadamard_absmax,4,0.013698134782978037,0.0136989816091954,0.0135495960712432,0.0138448039069771,0.9932330846786499,0.9932249486446381,0.9931490421295166,0.9933054447174072,18.63344704021107,18.633116722106934,18.58713150024414,18.680736541748047,0.01379527179524302,0.993279731273651,18.659900856018066
v_proj,hadamard_lm,2,0.11579712886701926,0.1158683821558952,0.1149499788880348,0.116385281085968,0.9403281970457598,0.9402890205383301,0.9400171637535096,0.9407814145088196,9.363050374117764,9.360352039337158,9.341019630432127,9.39491081237793,0.11622691303491592,0.9407133758068085,9.390176296234129
v_proj,hadamard_lm,3,0.033906428482044774,0.03391549922525875,0.0336589328944683,0.03411765396595,0.9829104922034524,0.9829033017158508,0.9827921390533448,0.983032524585724,14.697212132540615,14.69601821899414,14.670208930969238,14.728996276855469,0.03407367691397666,0.9830110788345338,14.721410083770753
v_proj,hadamard_lm,4,0.009310123764655755,0.00930707249790425,0.0092615447938442,0.0093596950173377,0.9953433627432043,0.9953437149524689,0.9953100681304932,0.9953703284263612,20.31046572598544,20.311867713928223,20.287382125854492,20.333166122436523,0.009351363033056179,0.9953629493713378,20.326922607421874
v_proj,mxfp4,4,0.014162491160360198,0.0140146217308938,0.0137541936710476,0.0158518496900796,0.9929101954806935,0.9929799139499664,0.9920715093612672,0.9931153059005736,18.49077103354714,18.534186363220215,17.99920082092285,18.61564826965332,0.014664417784661021,0.9930859625339509,18.598436737060545
v_proj,randhadamard_lm,2,0.11574733291159972,0.11577057093381879,0.1151224449276924,0.1163354963064193,0.9403543661941182,0.940335601568222,0.9400407671928406,0.9406880140304564,9.364905574105002,9.364018440246582,9.342878341674805,9.388400077819824,0.11609864532947534,0.9405725657939912,9.379365921020508
v_proj,randhadamard_lm,3,0.03392973389815195,0.03394858166575425,0.0336550064384937,0.0342661961913108,0.9828983409838243,0.9828810095787048,0.9827278852462769,0.9830441474914552,14.694234631278299,14.691784381866455,14.651341438293455,14.729503631591797,0.03404321037232868,0.9830018341541291,14.717946434020996
v_proj,randhadamard_lm,4,0.009315259500660637,0.0093088578432798,0.0092367716133594,0.0093985954299569,0.9953411519527435,0.9953371286392212,0.9953009486198424,0.9953823089599608,20.30808960307728,20.311036109924316,20.269371032714844,20.344799041748047,0.00936179934069513,0.9953734993934632,20.328916358947755
v_proj,randortho_lm,2,0.1160642149096185,0.1160923317074775,0.1154515892267227,0.1165348440408706,0.9401864924214103,0.9401746392250062,0.9399392008781432,0.9405060410499572,9.35302582654086,9.351964473724365,9.335442543029783,9.37600040435791,0.1163065642118454,0.9403158843517303,9.36251916885376
v_proj,randortho_lm,3,0.03401865522292523,0.03402944840490815,0.0338703915476799,0.0341082066297531,0.9828525483608246,0.9828507900238036,0.9828007221221924,0.982927143573761,14.682836359197443,14.681451320648193,14.671411514282228,14.701797485351562,0.03409872762858859,0.9829103469848632,14.695435428619383
v_proj,randortho_lm,4,0.009337281765924204,0.009333620779216251,0.0092909736558794,0.0094018913805484,0.9953298460353505,0.9953323900699615,0.9952872395515442,0.9953664541244508,20.29781861738725,20.299497604370117,20.26784896850586,20.31938743591309,0.00938044032081958,0.9953498661518096,20.316542816162105
